CVE_ID,Commit Message,Links in Message,Link Presence,PATCH
CVE-2013-2172,not found,,contains links,https://github.com/apache/santuario-java/commit/d0536272059bba735583809e2bfa5d249bb2e537;https://github.com/apache/santuario-java/commit/8e8f8bf92a43608d7d5f9e357fae19244454a61f
CVE-2014-0230,"Add a new limit, defaulting to 2MB, for the amount of data Tomcat will swallow for an aborted upload.
This is the fix for CVE-2014-0230

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1603770 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1603770,contains links,https://github.com/apache/tomcat/commit/cf7869c89fb87a04da78a7f6081b4aa1c6169a5e
CVE-2010-3718,"Ensure work dir attribute is made read-only
CVE-2010-3718

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1022134 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1022134,contains links,https://github.com/apache/tomcat/commit/f6db636b7addb1f7a01e361559bff2da21a11812;https://github.com/apache/tomcat/commit/835f85ed22b9f788e23b6f49893698770e9fcfe3
CVE-2012-3428,[JBJCA-864] allow-multiple-users doesn't work with security domains,,no links,https://github.com/ironjacamar/ironjacamar/commit/00e420c78349a4115140bff666bf02acd8040697
CVE-2016-0714,"Expand the session attribute filtering options
- new option to filter based on implementation class of value
- new option to log a warning message if an attribute is filtered out
- always log a message at at least debug level if an attribute is filtered out

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1725263 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1725263,contains links,https://github.com/apache/tomcat/commit/50f1b1d
CVE-2017-9096,"Prevent XXE-vulnerability

DEV-1863",,no links,https://github.com/itext/itextpdf/commit/ad38371c396ac5ffbfb28056809e8ffaa5a18ccd
CVE-2014-3600,https://issues.apache.org/jira/browse/AMQ-5333 - make xpath parser features configurable,https://issues.apache.org/jira/browse/AMQ-5333,contains links,https://github.com/apache/activemq/commit/3e5ac6326db59f524a0e71f6b717428607d7b67d;https://github.com/apache/activemq/commit/b9696ac8
CVE-2020-13959,"Fixed Reflected XSS Vuln

Velocity Tools has an automatically generated error page, which echoes back the file name unescaped. This commit sanitizes user input and fixes the XSS Vulnerability!

Updated XSS Vuln fix (used StringEscapeUtils)",,no links,https://github.com/apache/velocity-tools/commit/e141828a4eb03e4b0224535eed12b5c463a24152
CVE-2019-0228,"PDFBOX-4505: unify the usage of a XMLParser (DRY) to avoid a XML External Entity (XXE) attack as reported by Kurt Boberg of DocuSign CVE-2019-0228

git-svn-id: https://svn.apache.org/repos/asf/pdfbox/trunk@1856954 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/pdfbox/trunk@1856954,contains links,https://github.com/apache/pdfbox/commit/be36ef01842885b556a4e7b40b5e2e8e7b1d2816;https://github.com/apache/pdfbox/commit/072d68ec99a71bf271ec0f879e5cd71511e89093;https://github.com/apache/pdfbox/commit/e5232887e684aeffc37ebb25ee8953e43d95c77c
CVE-2017-15709,"AMQ-6871 - By default only send generic platform details

The default behavior by the OpenWire client will be to send generic
platform details to the server with a new flag to send more specific
information.

(cherry picked from commit 5fa0bbd5156f29d97dcf48fd9fdb6a0488a8df1a)",,contains links,https://github.com/apache/activemq/commit/d2e49be3a8f21d862726c1f6bc9e1caa6ee8b581
CVE-2018-1000613,added full filtering for BDS data.,,no links,https://github.com/bcgit/bc-java/commit/cd98322b171b15b3f88c5ec871175147893c31e6
CVE-2011-1772,"Solves WW-3579 - escapes actionName and methodName to prevent XSS vulnerability

git-svn-id: https://svn.apache.org/repos/asf/struts/struts2/trunk@1076372 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/struts/struts2/trunk@1076372,contains links,https://github.com/apache/struts/commit/885ab3459e146ff830d1f7257f809f4a3dd4493a
CVE-2019-17566,"BATIK-1276: Allow blocking of external resources

git-svn-id: https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@1871084 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/xmlgraphics/batik/trunk@1871084,contains links,https://github.com/apache/xmlgraphics-batik/commit/bc6078ca949039e2076cd08b4cb169c84c1179b1
CVE-2019-10072,Expand HTTP/2 timeout handling to connection window exhaustion on write.,,no links,https://github.com/apache/tomcat/commit/0bcd69c9dd8ae0ff424f2cd46de51583510b7f35
CVE-2012-5885,"Various DIGEST improvements ported from Tomcat 7

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc5.5.x/trunk@1392248 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/tc5.5.x/trunk@1392248,contains links,https://github.com/apache/tomcat55/commit/83adfde198d8f9305edbd240e0081a2bb7902cfd
CVE-2020-35460,zip slip fix,,no links,https://github.com/joniles/mpxj/commit/8eaf4225048ea5ba7e59ef4556dab2098fcc4a1d
CVE-2020-1938,"Rename requiredSecret to secret and add secretRequired

AJP Connector will not start if secretRequired=""true"" and secret is set
to null or zero length String.",,no links,https://github.com/apache/tomcat/commit/9ac90532;https://github.com/apache/tomcat/commit/7a1406a3;https://github.com/apache/tomcat/commit/0e8a50f0
CVE-2017-9796,"GEODE-3247:Improve OQL expression execution (#837)

* GEODE-3247: Restrict method invocation in OQL when new security service is enabled

* GEODE-3248: Regions being passed in through bind parameters should have authorized access

* GEODE-3247: MethodInvocationAuthorizer is created at start up

  * MethodInvocationAuthorizer can now be passed down from InternalCache
  * Broke apart new tests into smaller files and removed complex query maps from UserPerms
  * Modified Customer Test Object for Rest Security tests",https://github.com/apache/geode/pull/837,contains links,https://github.com/apache/geode/commit/02b9646618e074f80b3d5fed0e5b512a34b5897a
CVE-2013-6429,"Disable ext entities in SourceHttpMessageConverter

This change disables the processing of external entities in
SourceHttpMessageConverter by default and provides an option to enable
it if required.",,no links,https://github.com/spring-projects/spring-framework/commit/7387cb990e35b0f1b573faf29d4f9ae183d7a5e
CVE-2019-17638,"Issue #4936 response buffer corruption (#4937)

* Issue #4936 - Adding LargeHeaderTest to replicate issue

Signed-off-by: Joakim Erdfelt <joakim.erdfelt@gmail.com>

* Issue #4936 - Updating LargeHeaderTest to use ServerConnector

Signed-off-by: Joakim Erdfelt <joakim.erdfelt@gmail.com>

* Issue #4936 - Fail LargeHeaderTest if client detects issues.

Signed-off-by: Joakim Erdfelt <joakim.erdfelt@gmail.com>

* Issue #4936 large response header buffer corruption

If the response buffer is too large, the header buffer was released
but not nulled, then an exception thrown, which again released the
not nulled buffer.  The buffer thus ends up in the buffer pool twice!

Signed-off-by: Greg Wilkins <gregw@webtide.com>

* Issue #4936 large response header buffer corruption

removed old comment

Signed-off-by: Greg Wilkins <gregw@webtide.com>

Co-authored-by: Joakim Erdfelt <joakim.erdfelt@gmail.com>",https://github.com/jetty/jetty.project/issues/4936; https://github.com/jetty/jetty.project/pull/4937,contains links,https://github.com/eclipse/jetty.project/commit/ff8ae56fa939c3477a0cdd1ff56ce3d902f08fba
CVE-2020-13692,"Merge pull request from GHSA-37xm-4h3m-5w3v

* refactor: Clean up whitespace in existing PgSQLXMLTest

* fix: Fix XXE vulnerability in PgSQLXML by disabling external access and doctypes

Fixes XXE vulnerability by defaulting to disabling external access and doc types. The
legacy insecure behavior can be restored via the new connection property xmlFactoryFactory
with a value of LEGACY_INSECURE. Alternatively, a custom class name can be specified that
implements org.postgresql.xml.PGXmlFactoryFactory and takes a no argument constructor.

* fix: Add missing getter and setter for XML_FACTORY_FACTORY to BasicDataSource",,no links,https://github.com/pgjdbc/pgjdbc/commit/14b62aca4764d496813f55a43d050b017e01eb65
CVE-2019-0232,"Limit CGI command line arguments

Limit the decoded form of individual command line arguments. This is to
work various issues passing command line arguments from Java to the OS
on Windows.
This restriction may be overridden by the new initialisation parameter
cmdLineArgumentsDecoded.
This is the fix for CVE-2019-0232.",,contains links,https://github.com/apache/tomcat/commit/4b244d827ade2a36ef3b8734939541207b78f35c
CVE-2018-21234,Added `allowClass` (closes #628),https://github.com/oblac/jodd/issues/628,contains links,https://github.com/oblac/jodd/commit/9bffc3913aeb8472c11bb543243004b4b4376f16
CVE-2021-25646,Fix CVE-2021-25646 (#10818),https://github.com/apache/druid/pull/10818,contains links,https://github.com/apache/druid/commit/3f8f00a231c4b47981e0e2e48f18f1221249e6f3
CVE-2020-5407,"Polish OpenSamlAuthenticationProvider

- Use type-safe CriteriaSet
- Keep Assertion immutable

Closes gh-8471",,contains links,https://github.com/spring-projects/spring-security/commit/69b1bc62ffe7c1e1bbf508951efa1e0235954198
CVE-2019-10354,[SECURITY-534],,contains links,https://github.com/stapler/stapler/commit/19637555a9f32d3875356b47234131d8b1e9fee4
CVE-2012-4431,"Improve session management in CsrfPreventionFilter

git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1393071 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/tomcat/trunk@1393071,contains links,https://github.com/apache/tomcat/commit/d426972
CVE-2019-16771,"Merge pull request from GHSA-35fr-h7jr-hh86

Motivation:

An `HttpService` can produce a malformed HTTP response when a user
specified a malformed HTTP header values, such as:

    ResponseHeaders.of(HttpStatus.OK
                       ""my-header"", ""foo\r\nbad-header: bar"");

Modification:

- Add strict header value validation to `HttpHeadersBase`
- Add strict header name validation to `HttpHeaderNames.of()`, which is
  used by `HttpHeadersBase`.

Result:

- It is not possible anymore to send a bad header value which can be
  misused for sending additional headers or injecting arbitrary content.",,contains links,https://github.com/line/armeria/commit/b597f7a865a527a84ee3d6937075cfbb4470ed20
CVE-2018-1000180,BJA-694 cleaned up primality test,,no links,https://github.com/bcgit/bc-java/commit/73780ac522b7795fc165630aba8d5f5729acc839;https://github.com/bcgit/bc-java/commit/22467b6e8fe19717ecdf201c0cf91bacf04a55ad
CVE-2019-25027,"Sanitize input used in error template (#5498) (#5518)

As error template is html, and the input used in it is taken from the path, which can be anything, the input needs to be sanitized before added to the template to avoid possible XSS injection.",https://github.com/vaadin/flow/pull/5498; https://github.com/vaadin/flow/pull/5518,contains links,https://github.com/vaadin/flow/commit/56452991cc563ef1f45268647686f3edf1e0b473
CVE-2018-20227,"Backport fix for zip traversal from develop

Signed-off-by: Bart Hanssens <bart.hanssens@bosa.fgov.be>",,no links,https://github.com/eclipse/rdf4j/commit/099482e52f070a3d74e5ad368cff59c91e9b4f8a;https://github.com/eclipse/rdf4j/commit/df15a4d7a8f2789c043b27c9eafe1b30316cfa79
CVE-2013-4112,Always cleanup buffer after receive diagnostics message,,no links,https://github.com/belaban/JGroups/commit/75f09367e3dc1451b4a4d89f35d8c3f16bb20bc8
CVE-2020-13929,[Security] Notebook permission bypass vulnerability,,no links,https://github.com/apache/zeppelin/commit/409235e8db2ac370eed22d73a67d0771e886f907
CVE-2020-1727,[KEYCLOAK-12192] - Missing Input Validation in IDP Authorization URLs,,no links,https://github.com/keycloak/keycloak/commit/2f489a41ebd06eb14197f8a66afae86ac1397f42
CVE-2013-6408,"Merged revision(s) 1487977 from lucene/dev/branches/branch_4x:
SOLR-4881: Fix DocumentAnalysisRequestHandler to correctly use EmptyEntityResolver to prevent loading of external entities like UpdateRequestHandler does

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/branches/lucene_solr_4_3@1487978 13f79535-47bb-0310-9956-ffa450edef68",https://svn.apache.org/repos/asf/lucene/dev/branches/lucene_solr_4_3@1487978,contains links,https://github.com/apache/lucene-solr/commit/31050216b692603ced4270d5c2630e7dd37e14e4;https://github.com/apache/lucene-solr/commit/7239a57a51ea0f4d05dd330ce5e15e4f72f72747
CVE-2018-7489,Fix #1737,https://github.com/FasterXML/jackson-databind/issues/1737,contains links,https://github.com/FasterXML/jackson-databind/commit/ddfddfba6414adbecaff99684ef66eebd3a92e92;https://github.com/FasterXML/jackson-databind/commit/60d459cedcf079c6106ae7da2ac562bc32dcabe1;https://github.com/FasterXML/jackson-databind/commit/6799f8f10cc78e9af6d443ed6982d00a13f2e7d2
CVE-2017-9797,"GEODE-3249: Validate internal client/server messages

This is a squashed commit of the following from feature/GEODE-3249b:

commit c16b151e57169733186f0c029d1957da32d59635
    ""spotless"" fixes

commit f8e7ddd5e4696907ce60a14f581ef1ca83e65232

    GEODE-3249: Validate internal client/server messages

    This was merely a matter of changing the server to require the credentials
    and changing the client to send credentials.  I removed the general overriding
    of AbstractOp.processSecureBytes() because it made no sense.  If the server
    sends a secure byte ""part"" in a message the client is obligated to process
    it or the next message it sends will cause a security violation.

    I've added a server-side property that folks can set to allow old clients
    to continue to work.  This must be used to roll the servers forward to the
    new version that contains this change.  Clients must then be rolled
    forward & the servers can then be rolled once again without the property set.

    The system property is
      geode.allow-internal-messages-without-credentials=true",,contains links,https://github.com/apache/geode/commit/6be38ca;https://github.com/apache/geode/commit/6c2ea4a;https://github.com/apache/geode/commit/41e14dd;https://github.com/apache/geode/commit/f8e7ddd;https://github.com/apache/geode/commit/6ee5771;https://github.com/apache/geode/commit/0b881b5;https://github.com/apache/geode/commit/c2efd80;https://github.com/apache/geode/commit/1b03524;https://github.com/apache/geode/commit/7cbbf67;https://github.com/apache/geode/commit/e0fbb3c;https://github.com/apache/geode/commit/99b0fd6;https://github.com/apache/geode/commit/c8a3654
CVE-2016-7051,prepare for 2.7.8,,no links,https://github.com/FasterXML/jackson-dataformat-xml/commit/eeff2c312e9d4caa8c9f27b8f740c7529d00524a
CVE-2018-11768,"Fix potential FSImage corruption. Contributed by Daryn Sharp and Vinayakumar B.

(cherry picked from commit f1996ccbaee734d423caa9d47a571cfff98ef42c)",,no links,https://github.com/apache/hadoop/commit/96cedb87b94c07c11152580bf36978186d622b50
